temp,traffic_volume,rain_1h,snow_1h,clouds_all,date_time
288.19,2898,0.0,0.0,20,2012-10-03T20:00:00.000+05:30
287.1,2637,0.0,0.0,1,2012-10-03T21:00:00.000+05:30
286.25,1777,0.0,0.0,1,2012-10-03T22:00:00.000+05:30
285.26,1015,0.0,0.0,1,2012-10-03T23:00:00.000+05:30
284.55,598,0.0,0.0,1,2012-10-04T00:00:00.000+05:30
283.47,369,0.0,0.0,1,2012-10-04T01:00:00.000+05:30
283.17,312,0.0,0.0,1,2012-10-04T02:00:00.000+05:30
282.04,367,0.0,0.0,1,2012-10-04T03:00:00.000+05:30
281.69,835,0.0,0.0,1,2012-10-04T04:00:00.000+05:30
281.32,2726,0.0,0.0,1,2012-10-04T05:00:00.000+05:30
280.74,5689,0.0,0.0,1,2012-10-04T06:00:00.000+05:30
280.57,6990,0.0,0.0,1,2012-10-04T07:00:00.000+05:30
281.86,5985,0.0,0.0,1,2012-10-04T08:00:00.000+05:30
284.98,5309,0.0,0.0,1,2012-10-04T09:00:00.000+05:30
289.18,4603,0.0,0.0,1,2012-10-04T10:00:00.000+05:30
291.55,4884,0.0,0.0,1,2012-10-04T11:00:00.000+05:30
294.97,5104,0.0,0.0,1,2012-10-04T12:00:00.000+05:30
296.38,5178,0.0,0.0,1,2012-10-04T13:00:00.000+05:30
297.32,5501,0.0,0.0,1,2012-10-04T14:00:00.000+05:30
298.17,5713,0.0,0.0,1,2012-10-04T15:00:00.000+05:30
298.06,6292,0.0,0.0,20,2012-10-04T16:00:00.000+05:30
297.67,6057,0.0,0.0,20,2012-10-04T17:00:00.000+05:30
296.36,4907,0.0,0.0,40,2012-10-04T18:00:00.000+05:30
293.85,3503,0.0,0.0,40,2012-10-04T19:00:00.000+05:30
292.43,3037,0.0,0.0,40,2012-10-04T20:00:00.000+05:30
291.77,2822,0.0,0.0,75,2012-10-04T21:00:00.000+05:30
291.36,1992,0.0,0.0,75,2012-10-04T22:00:00.000+05:30
291.12,1166,0.0,0.0,75,2012-10-04T23:00:00.000+05:30
290.63,627,0.0,0.0,75,2012-10-05T00:00:00.000+05:30
290.46,388,0.0,0.0,40,2012-10-05T01:00:00.000+05:30
289.26,368,0.0,0.0,0,2012-10-05T03:00:00.000+05:30
283.21,2489,0.0,0.0,75,2012-10-05T05:00:00.000+05:30
282.24,5537,0.0,0.0,90,2012-10-05T06:00:00.000+05:30
281.69,6628,0.0,0.0,90,2012-10-05T07:00:00.000+05:30
280.57,5534,0.0,0.0,90,2012-10-05T08:00:00.000+05:30
280.02,5403,0.0,0.0,75,2012-10-05T09:00:00.000+05:30
280.11,4770,0.0,0.0,75,2012-10-05T10:00:00.000+05:30
280.0,5217,0.0,0.0,90,2012-10-05T11:00:00.000+05:30
280.53,5870,0.0,0.0,90,2012-10-05T12:00:00.000+05:30
281.43,5967,0.0,0.0,75,2012-10-05T13:00:00.000+05:30
281.78,6108,0.0,0.0,90,2012-10-05T14:00:00.000+05:30
281.91,6128,0.0,0.0,90,2012-10-05T15:00:00.000+05:30
281.73,6069,0.0,0.0,90,2012-10-05T16:00:00.000+05:30
281.42,6169,0.0,0.0,90,2012-10-05T17:00:00.000+05:30
280.87,5384,0.0,0.0,90,2012-10-05T18:00:00.000+05:30
280.15,4063,0.0,0.0,90,2012-10-05T19:00:00.000+05:30
279.78,3364,0.0,0.0,90,2012-10-05T20:00:00.000+05:30
279.65,2971,0.0,0.0,75,2012-10-05T21:00:00.000+05:30
279.22,2450,0.0,0.0,40,2012-10-05T22:00:00.000+05:30
279.06,1832,0.0,0.0,40,2012-10-05T23:00:00.000+05:30
278.81,1231,0.0,0.0,90,2012-10-06T00:00:00.000+05:30
278.55,718,0.0,0.0,90,2012-10-06T01:00:00.000+05:30
278.59,545,0.0,0.0,90,2012-10-06T02:00:00.000+05:30
276.99,411,0.0,0.0,75,2012-10-06T04:00:00.000+05:30
276.35,688,0.0,0.0,20,2012-10-06T05:00:00.000+05:30
275.4,1352,0.0,0.0,1,2012-10-06T06:00:00.000+05:30
275.17,2072,0.0,0.0,1,2012-10-06T07:00:00.000+05:30
274.99,3342,0.0,0.0,1,2012-10-06T08:00:00.000+05:30
275.09,4258,0.0,0.0,40,2012-10-06T09:00:00.000+05:30
276.88,4861,0.0,0.0,20,2012-10-06T10:00:00.000+05:30
278.04,5191,0.0,0.0,20,2012-10-06T11:00:00.000+05:30
279.08,5669,0.0,0.0,40,2012-10-06T12:00:00.000+05:30
280.12,5074,0.0,0.0,75,2012-10-06T13:00:00.000+05:30
280.25,5025,0.0,0.0,75,2012-10-06T14:00:00.000+05:30
280.0,5153,0.0,0.0,75,2012-10-06T15:00:00.000+05:30
279.06,5024,0.0,0.0,90,2012-10-06T16:00:00.000+05:30
278.91,4779,0.0,0.0,90,2012-10-06T17:00:00.000+05:30
278.39,4362,0.0,0.0,90,2012-10-06T18:00:00.000+05:30
278.16,3860,0.0,0.0,90,2012-10-06T19:00:00.000+05:30
278.16,3160,0.0,0.0,90,2012-10-06T20:00:00.000+05:30
277.93,2992,0.0,0.0,90,2012-10-06T21:00:00.000+05:30
276.9,3202,0.0,0.0,90,2012-10-06T22:00:00.000+05:30
276.34,1941,0.0,0.0,75,2012-10-06T23:00:00.000+05:30
276.11,1233,0.0,0.0,75,2012-10-07T00:00:00.000+05:30
275.73,323,0.0,0.0,90,2012-10-07T03:00:00.000+05:30
275.65,312,0.0,0.0,90,2012-10-07T04:00:00.000+05:30
275.51,627,0.0,0.0,75,2012-10-07T05:00:00.000+05:30
275.05,1508,0.0,0.0,90,2012-10-07T06:00:00.000+05:30
274.77,1539,0.0,0.0,90,2012-10-07T07:00:00.000+05:30
274.77,2232,0.0,0.0,75,2012-10-07T08:00:00.000+05:30
275.55,4568,0.0,0.0,75,2012-10-07T09:00:00.000+05:30
276.24,4624,0.0,0.0,75,2012-10-07T10:00:00.000+05:30
277.01,4529,0.0,0.0,90,2012-10-07T11:00:00.000+05:30
277.43,5139,0.0,0.0,90,2012-10-07T12:00:00.000+05:30
278.45,6640,0.0,0.0,90,2012-10-07T13:00:00.000+05:30
279.27,6589,0.0,0.0,90,2012-10-07T14:00:00.000+05:30
279.27,4429,0.0,0.0,90,2012-10-07T15:00:00.000+05:30
279.44,4329,0.0,0.0,90,2012-10-07T16:00:00.000+05:30
279.32,3833,0.0,0.0,90,2012-10-07T17:00:00.000+05:30
279.27,4015,0.0,0.0,90,2012-10-07T18:00:00.000+05:30
278.11,3382,0.0,0.0,90,2012-10-07T19:00:00.000+05:30
276.79,2815,0.0,0.0,75,2012-10-07T20:00:00.000+05:30
275.73,2110,0.0,0.0,90,2012-10-07T21:00:00.000+05:30
274.88,1555,0.0,0.0,75,2012-10-07T22:00:00.000+05:30
273.92,959,0.0,0.0,20,2012-10-07T23:00:00.000+05:30
273.08,455,0.0,0.0,20,2012-10-08T00:00:00.000+05:30
272.62,336,0.0,0.0,20,2012-10-08T01:00:00.000+05:30
271.78,265,0.0,0.0,1,2012-10-08T02:00:00.000+05:30
271.05,314,0.0,0.0,1,2012-10-08T03:00:00.000+05:30
270.63,779,0.0,0.0,1,2012-10-08T04:00:00.000+05:30
270.33,2571,0.0,0.0,1,2012-10-08T05:00:00.000+05:30
269.61,5563,0.0,0.0,20,2012-10-08T06:00:00.000+05:30
270.01,6676,0.0,0.0,20,2012-10-08T07:00:00.000+05:30
271.23,5966,0.0,0.0,20,2012-10-08T08:00:00.000+05:30
273.71,4832,0.0,0.0,20,2012-10-08T09:00:00.000+05:30
276.77,4395,0.0,0.0,20,2012-10-08T10:00:00.000+05:30
279.47,4411,0.0,0.0,20,2012-10-08T11:00:00.000+05:30
279.84,4648,0.0,0.0,1,2012-10-08T12:00:00.000+05:30
282.34,4602,0.0,0.0,40,2012-10-08T13:00:00.000+05:30
282.94,5125,0.0,0.0,40,2012-10-08T14:00:00.000+05:30
283.48,5502,0.0,0.0,1,2012-10-08T15:00:00.000+05:30
284.33,5979,0.0,0.0,1,2012-10-08T16:00:00.000+05:30
284.48,5663,0.0,0.0,40,2012-10-08T17:00:00.000+05:30
284.23,4259,0.0,0.0,40,2012-10-08T18:00:00.000+05:30
281.99,3069,0.0,0.0,20,2012-10-08T19:00:00.000+05:30
279.81,2378,0.0,0.0,1,2012-10-08T20:00:00.000+05:30
279.35,2030,0.0,0.0,1,2012-10-08T21:00:00.000+05:30
278.9,1400,0.0,0.0,1,2012-10-08T22:00:00.000+05:30
278.46,917,0.0,0.0,1,2012-10-08T23:00:00.000+05:30
277.78,515,0.0,0.0,1,2012-10-09T00:00:00.000+05:30
277.27,302,0.0,0.0,1,2012-10-09T01:00:00.000+05:30
277.47,251,0.0,0.0,1,2012-10-09T02:00:00.000+05:30
276.97,798,0.0,0.0,20,2012-10-09T04:00:00.000+05:30
276.52,2678,0.0,0.0,40,2012-10-09T05:00:00.000+05:30
276.6,5733,0.0,0.0,40,2012-10-09T06:00:00.000+05:30
277.31,6449,0.0,0.0,75,2012-10-09T07:00:00.000+05:30
278.38,5765,0.0,0.0,90,2012-10-09T08:00:00.000+05:30
279.35,5599,0.0,0.0,90,2012-10-09T09:00:00.000+05:30
281.37,4534,0.0,0.0,90,2012-10-09T10:00:00.000+05:30
283.11,4691,0.0,0.0,90,2012-10-09T11:00:00.000+05:30
284.08,5067,0.0,0.0,75,2012-10-09T12:00:00.000+05:30
285.14,5030,0.0,0.0,75,2012-10-09T13:00:00.000+05:30
286.35,5300,0.0,0.0,90,2012-10-09T14:00:00.000+05:30
287.23,5777,0.0,0.0,100,2012-10-09T15:00:00.000+05:30
288.53,6349,0.0,0.0,90,2012-10-09T16:00:00.000+05:30
290.37,6127,0.0,0.0,90,2012-10-09T17:00:00.000+05:30
290.13,4460,0.0,0.0,90,2012-10-09T18:00:00.000+05:30
288.86,3418,0.0,0.0,75,2012-10-09T19:00:00.000+05:30
287.36,2775,0.0,0.0,90,2012-10-09T20:00:00.000+05:30
285.11,2306,0.0,0.0,90,2012-10-09T21:00:00.000+05:30
283.46,1846,0.0,0.0,90,2012-10-09T22:00:00.000+05:30
282.45,947,0.0,0.0,90,2012-10-09T23:00:00.000+05:30
281.88,494,0.0,0.0,90,2012-10-10T00:00:00.000+05:30
281.78,332,0.0,0.0,90,2012-10-10T01:00:00.000+05:30
281.09,261,0.0,0.0,75,2012-10-10T02:00:00.000+05:30
281.17,361,0.0,0.0,90,2012-10-10T03:00:00.000+05:30
281.25,5875,0.0,0.0,92,2012-10-10T06:00:00.000+05:30
281.25,6793,0.0,0.0,99,2012-10-10T07:00:00.000+05:30
280.1,6283,0.0,0.0,99,2012-10-10T08:00:00.000+05:30
279.61,5680,0.0,0.0,99,2012-10-10T09:00:00.000+05:30
279.67,4632,0.0,0.0,99,2012-10-10T10:00:00.000+05:30
280.19,4887,0.0,0.0,1,2012-10-10T11:00:00.000+05:30
282.09,5030,0.0,0.0,75,2012-10-10T12:00:00.000+05:30
282.26,5067,0.0,0.0,75,2012-10-10T13:00:00.000+05:30
282.05,5227,0.0,0.0,90,2012-10-10T14:00:00.000+05:30
281.59,5610,0.0,0.0,90,2012-10-10T15:00:00.000+05:30
281.23,6286,0.0,0.0,81,2012-10-10T16:00:00.000+05:30
282.6,4775,0.0,0.0,81,2012-10-10T18:00:00.000+05:30
282.6,3340,0.0,0.0,81,2012-10-10T19:00:00.000+05:30
282.6,3013,0.0,0.0,81,2012-10-10T20:00:00.000+05:30
282.6,2603,0.0,0.0,81,2012-10-10T21:00:00.000+05:30
282.6,1910,0.0,0.0,81,2012-10-10T22:00:00.000+05:30
282.6,1037,0.0,0.0,81,2012-10-10T23:00:00.000+05:30
273.9,347,0.0,0.0,1,2012-10-11T01:00:00.000+05:30
274.4,350,0.0,0.0,75,2012-10-11T03:00:00.000+05:30
274.05,850,0.0,0.0,75,2012-10-11T04:00:00.000+05:30
273.71,2791,0.0,0.0,40,2012-10-11T05:00:00.000+05:30
272.66,5809,0.0,0.0,1,2012-10-11T06:00:00.000+05:30
272.65,6798,0.0,0.0,1,2012-10-11T07:00:00.000+05:30
272.52,6304,0.0,0.0,1,2012-10-11T08:00:00.000+05:30
275.19,5291,0.0,0.0,20,2012-10-11T09:00:00.000+05:30
275.34,4638,0.0,0.0,1,2012-10-11T10:00:00.000+05:30
284.1,5557,0.0,0.0,50,2012-10-11T14:00:00.000+05:30
284.1,5818,0.0,0.0,50,2012-10-11T15:00:00.000+05:30
283.78,6272,0.0,0.0,75,2012-10-11T16:00:00.000+05:30
283.52,5944,0.0,0.0,75,2012-10-11T17:00:00.000+05:30
283.32,4949,0.0,0.0,90,2012-10-11T18:00:00.000+05:30
282.06,3511,0.0,0.0,90,2012-10-11T19:00:00.000+05:30
281.95,3039,0.0,0.0,90,2012-10-11T20:00:00.000+05:30
281.81,2679,0.0,0.0,90,2012-10-11T21:00:00.000+05:30
282.16,2094,0.0,0.0,90,2012-10-11T22:00:00.000+05:30
282.53,1284,0.0,0.0,90,2012-10-11T23:00:00.000+05:30
283.91,630,0.0,0.0,90,2012-10-12T00:00:00.000+05:30
284.64,410,0.0,0.0,90,2012-10-12T01:00:00.000+05:30
284.61,331,0.0,0.0,90,2012-10-12T02:00:00.000+05:30
283.18,372,0.0,0.0,72,2012-10-12T03:00:00.000+05:30
282.26,739,0.0,0.0,72,2012-10-12T04:00:00.000+05:30
280.77,2561,0.0,0.0,72,2012-10-12T05:00:00.000+05:30
278.53,5586,0.0,0.0,75,2012-10-12T06:00:00.000+05:30
277.64,6992,0.0,0.0,75,2012-10-12T07:00:00.000+05:30
277.9,5860,0.0,0.0,90,2012-10-12T08:00:00.000+05:30
278.18,5230,0.0,0.0,90,2012-10-12T09:00:00.000+05:30
279.29,4864,0.0,0.0,75,2012-10-12T10:00:00.000+05:30
280.45,5146,0.0,0.0,75,2012-10-12T11:00:00.000+05:30
280.95,5526,0.0,0.0,40,2012-10-12T12:00:00.000+05:30
281.74,5383,0.0,0.0,40,2012-10-12T13:00:00.000+05:30
281.84,5758,0.0,0.0,75,2012-10-12T14:00:00.000+05:30
282.45,5889,0.0,0.0,75,2012-10-12T15:00:00.000+05:30
282.2,6057,0.0,0.0,75,2012-10-12T16:00:00.000+05:30
281.54,6028,0.0,0.0,40,2012-10-12T17:00:00.000+05:30
280.21,5257,0.0,0.0,20,2012-10-12T18:00:00.000+05:30
282.2,1897,0.0,0.0,56,2012-10-12T23:00:00.000+05:30
272.58,1335,0.0,0.0,1,2012-10-13T00:00:00.000+05:30
272.06,769,0.0,0.0,1,2012-10-13T01:00:00.000+05:30
270.99,570,0.0,0.0,1,2012-10-13T02:00:00.000+05:30
270.29,413,0.0,0.0,20,2012-10-13T03:00:00.000+05:30
269.48,399,0.0,0.0,1,2012-10-13T04:00:00.000+05:30
269.27,740,0.0,0.0,1,2012-10-13T05:00:00.000+05:30
268.91,1420,0.0,0.0,1,2012-10-13T06:00:00.000+05:30
268.98,2220,0.0,0.0,75,2012-10-13T07:00:00.000+05:30
269.23,3479,0.0,0.0,40,2012-10-13T08:00:00.000+05:30
272.61,4546,0.0,0.0,40,2012-10-13T09:00:00.000+05:30
276.78,4579,0.0,0.0,20,2012-10-13T10:00:00.000+05:30
279.22,4438,0.0,0.0,1,2012-10-13T11:00:00.000+05:30
280.35,4623,0.0,0.0,1,2012-10-13T12:00:00.000+05:30
281.81,4440,0.0,0.0,1,2012-10-13T13:00:00.000+05:30
283.05,4495,0.0,0.0,1,2012-10-13T14:00:00.000+05:30
283.96,4483,0.0,0.0,1,2012-10-13T15:00:00.000+05:30
284.53,4591,0.0,0.0,1,2012-10-13T16:00:00.000+05:30
284.44,4477,0.0,0.0,1,2012-10-13T17:00:00.000+05:30
283.64,4221,0.0,0.0,1,2012-10-13T18:00:00.000+05:30
281.85,3672,0.0,0.0,20,2012-10-13T19:00:00.000+05:30
281.38,3015,0.0,0.0,1,2012-10-13T20:00:00.000+05:30
281.84,2769,0.0,0.0,75,2012-10-13T21:00:00.000+05:30
282.23,2875,0.0,0.0,90,2012-10-13T22:00:00.000+05:30
282.18,1931,0.0,0.0,90,2012-10-13T23:00:00.000+05:30
282.49,1309,0.0,0.0,90,2012-10-14T00:00:00.000+05:30
282.54,870,0.0,0.0,90,2012-10-14T01:00:00.000+05:30
282.58,654,0.0,0.0,90,2012-10-14T02:00:00.000+05:30
282.23,364,0.0,0.0,90,2012-10-14T03:00:00.000+05:30
282.08,262,0.0,0.0,90,2012-10-14T04:00:00.000+05:30
282.23,505,0.0,0.0,90,2012-10-14T05:00:00.000+05:30
282.24,861,0.0,0.0,90,2012-10-14T06:00:00.000+05:30
282.24,1132,0.0,0.0,90,2012-10-14T07:00:00.000+05:30
282.24,1797,0.0,0.0,57,2012-10-14T08:00:00.000+05:30
282.43,2685,0.0,0.0,57,2012-10-14T09:00:00.000+05:30
282.33,3370,0.0,0.0,57,2012-10-14T10:00:00.000+05:30
282.82,3662,0.0,0.0,57,2012-10-14T11:00:00.000+05:30
283.33,4076,0.0,0.0,57,2012-10-14T12:00:00.000+05:30
283.75,4128,0.0,0.0,93,2012-10-14T13:00:00.000+05:30
284.09,4358,0.0,0.0,93,2012-10-14T14:00:00.000+05:30
284.55,4342,0.0,0.0,93,2012-10-14T15:00:00.000+05:30
284.68,4234,0.0,0.0,93,2012-10-14T16:00:00.000+05:30
284.64,4271,0.0,0.0,93,2012-10-14T17:00:00.000+05:30
284.4,4080,0.0,0.0,93,2012-10-14T18:00:00.000+05:30
284.17,3453,0.0,0.0,93,2012-10-14T19:00:00.000+05:30
284.03,2718,0.0,0.0,93,2012-10-14T20:00:00.000+05:30
283.58,2439,0.0,0.0,93,2012-10-14T21:00:00.000+05:30
283.04,1819,0.0,0.0,93,2012-10-14T22:00:00.000+05:30
281.95,1002,0.0,0.0,93,2012-10-14T23:00:00.000+05:30
281.61,542,0.0,0.0,93,2012-10-15T00:00:00.000+05:30
281.57,303,0.0,0.0,85,2012-10-15T01:00:00.000+05:30
281.42,239,0.0,0.0,85,2012-10-15T02:00:00.000+05:30
281.29,335,0.0,0.0,85,2012-10-15T03:00:00.000+05:30
281.02,810,0.0,0.0,85,2012-10-15T04:00:00.000+05:30
280.82,2606,0.0,0.0,85,2012-10-15T05:00:00.000+05:30
280.39,5714,0.0,0.0,85,2012-10-15T06:00:00.000+05:30
280.19,6798,0.0,0.0,100,2012-10-15T07:00:00.000+05:30
279.82,6114,0.0,0.0,100,2012-10-15T08:00:00.000+05:30
279.75,5094,0.0,0.0,100,2012-10-15T09:00:00.000+05:30
280.07,4473,0.0,0.0,100,2012-10-15T10:00:00.000+05:30
280.32,4529,0.0,0.0,90,2012-10-15T11:00:00.000+05:30
281.72,4823,0.0,0.0,100,2012-10-15T12:00:00.000+05:30
284.01,4872,0.0,0.0,40,2012-10-15T13:00:00.000+05:30
285.88,5238,0.0,0.0,1,2012-10-15T14:00:00.000+05:30
286.87,5584,0.0,0.0,1,2012-10-15T15:00:00.000+05:30
287.6,6246,0.0,0.0,20,2012-10-15T16:00:00.000+05:30
287.27,5957,0.0,0.0,20,2012-10-15T17:00:00.000+05:30
286.18,4535,0.0,0.0,20,2012-10-15T18:00:00.000+05:30
285.2,3234,0.0,0.0,75,2012-10-15T19:00:00.000+05:30
284.68,2677,0.0,0.0,75,2012-10-15T20:00:00.000+05:30
284.49,2077,0.0,0.0,90,2012-10-15T21:00:00.000+05:30
283.54,1380,0.0,0.0,20,2012-10-15T22:00:00.000+05:30
282.33,927,0.0,0.0,75,2012-10-15T23:00:00.000+05:30
281.21,500,0.0,0.0,20,2012-10-16T00:00:00.000+05:30
279.87,324,0.0,0.0,1,2012-10-16T01:00:00.000+05:30
278.93,257,0.0,0.0,1,2012-10-16T02:00:00.000+05:30
277.91,354,0.0,0.0,1,2012-10-16T03:00:00.000+05:30
277.21,769,0.0,0.0,1,2012-10-16T04:00:00.000+05:30
276.61,2769,0.0,0.0,1,2012-10-16T05:00:00.000+05:30
276.11,5789,0.0,0.0,1,2012-10-16T06:00:00.000+05:30
274.81,7055,0.0,0.0,20,2012-10-16T07:00:00.000+05:30
274.99,6408,0.0,0.0,20,2012-10-16T08:00:00.000+05:30
277.91,5254,0.0,0.0,20,2012-10-16T09:00:00.000+05:30
280.71,4547,0.0,0.0,20,2012-10-16T10:00:00.000+05:30
283.85,4784,0.0,0.0,20,2012-10-16T11:00:00.000+05:30
286.01,5015,0.0,0.0,40,2012-10-16T12:00:00.000+05:30
286.31,5057,0.0,0.0,1,2012-10-16T13:00:00.000+05:30
288.15,5430,0.0,0.0,75,2012-10-16T14:00:00.000+05:30
289.15,5813,0.0,0.0,75,2012-10-16T15:00:00.000+05:30
288.99,6496,0.0,0.0,75,2012-10-16T16:00:00.000+05:30
288.86,6429,0.0,0.0,75,2012-10-16T17:00:00.000+05:30
288.16,5142,0.0,0.0,90,2012-10-16T18:00:00.000+05:30
287.28,3311,0.0,0.0,68,2012-10-16T19:00:00.000+05:30
287.04,2777,0.0,0.0,90,2012-10-16T20:00:00.000+05:30
286.9,2331,0.0,0.0,90,2012-10-16T21:00:00.000+05:30
287.09,1767,0.0,0.0,90,2012-10-16T22:00:00.000+05:30
287.09,1093,0.0,0.0,90,2012-10-16T23:00:00.000+05:30
286.89,554,0.0,0.0,75,2012-10-17T00:00:00.000+05:30
286.93,333,0.0,0.0,75,2012-10-17T01:00:00.000+05:30
286.93,267,0.0,0.0,90,2012-10-17T02:00:00.000+05:30
287.07,358,0.0,0.0,90,2012-10-17T03:00:00.000+05:30
286.56,777,0.0,0.0,75,2012-10-17T04:00:00.000+05:30
285.91,2732,0.0,0.0,90,2012-10-17T05:00:00.000+05:30
285.29,5637,0.0,0.0,90,2012-10-17T06:00:00.000+05:30
284.92,5564,0.0,0.0,75,2012-10-17T07:00:00.000+05:30
285.35,6274,0.0,0.0,75,2012-10-17T08:00:00.000+05:30
285.72,5403,0.0,0.0,100,2012-10-17T09:00:00.000+05:30
287.09,4680,0.0,0.0,75,2012-10-17T10:00:00.000+05:30
288.31,4642,0.0,0.0,75,2012-10-17T11:00:00.000+05:30
288.61,4979,0.0,0.0,1,2012-10-17T12:00:00.000+05:30
290.32,4851,0.0,0.0,1,2012-10-17T13:00:00.000+05:30
291.36,4291,0.0,0.0,1,2012-10-17T14:00:00.000+05:30
292.01,4714,0.0,0.0,1,2012-10-17T15:00:00.000+05:30
292.61,6723,0.0,0.0,1,2012-10-17T16:00:00.000+05:30
292.65,6180,0.0,0.0,1,2012-10-17T17:00:00.000+05:30
290.52,4843,0.0,0.0,40,2012-10-17T18:00:00.000+05:30
288.35,3435,0.0,0.0,40,2012-10-17T19:00:00.000+05:30
286.72,2921,0.0,0.0,40,2012-10-17T20:00:00.000+05:30
285.49,2763,0.0,0.0,40,2012-10-17T21:00:00.000+05:30
284.22,1930,0.0,0.0,20,2012-10-17T22:00:00.000+05:30
283.8,1160,0.0,0.0,20,2012-10-17T23:00:00.000+05:30
283.72,654,0.0,0.0,20,2012-10-18T00:00:00.000+05:30
282.8,374,0.0,0.0,40,2012-10-18T01:00:00.000+05:30
282.32,301,0.0,0.0,99,2012-10-18T02:00:00.000+05:30
282.38,397,0.0,0.0,99,2012-10-18T03:00:00.000+05:30
282.76,794,0.0,0.0,90,2012-10-18T04:00:00.000+05:30
282.88,2564,0.0,0.0,99,2012-10-18T05:00:00.000+05:30
284.18,5358,0.0,0.0,75,2012-10-18T06:00:00.000+05:30
284.69,6441,0.0,0.0,90,2012-10-18T07:00:00.000+05:30
285.0,5536,0.0,0.0,90,2012-10-18T08:00:00.000+05:30
286.9,5256,0.0,0.0,99,2012-10-18T09:00:00.000+05:30
288.35,4619,0.0,0.0,90,2012-10-18T10:00:00.000+05:30
289.59,5107,0.0,0.0,90,2012-10-18T11:00:00.000+05:30
288.27,5147,0.0,0.0,99,2012-10-18T12:00:00.000+05:30
286.41,5283,0.0,0.0,90,2012-10-18T13:00:00.000+05:30
285.96,5704,0.0,0.0,90,2012-10-18T14:00:00.000+05:30
287.04,5887,0.0,0.0,90,2012-10-18T15:00:00.000+05:30
287.18,6307,0.0,0.0,90,2012-10-18T16:00:00.000+05:30
286.94,5953,0.0,0.0,90,2012-10-18T17:00:00.000+05:30
286.01,4519,0.0,0.0,90,2012-10-18T18:00:00.000+05:30
284.67,3427,0.0,0.0,100,2012-10-18T19:00:00.000+05:30
283.44,2921,0.0,0.0,100,2012-10-18T20:00:00.000+05:30
282.51,2649,0.0,0.0,100,2012-10-18T21:00:00.000+05:30
281.9,2005,0.0,0.0,90,2012-10-18T22:00:00.000+05:30
281.85,1177,0.0,0.0,90,2012-10-18T23:00:00.000+05:30
281.28,699,0.0,0.0,90,2012-10-19T00:00:00.000+05:30
280.97,436,0.0,0.0,87,2012-10-19T01:00:00.000+05:30
280.44,353,0.0,0.0,87,2012-10-19T02:00:00.000+05:30
280.02,399,0.0,0.0,87,2012-10-19T03:00:00.000+05:30
279.79,720,0.0,0.0,87,2012-10-19T04:00:00.000+05:30
279.74,2370,0.0,0.0,87,2012-10-19T05:00:00.000+05:30
279.65,5162,0.0,0.0,87,2012-10-19T06:00:00.000+05:30
279.45,5777,0.0,0.0,91,2012-10-19T07:00:00.000+05:30
279.22,5235,0.0,0.0,91,2012-10-19T08:00:00.000+05:30
279.35,4606,0.0,0.0,91,2012-10-19T09:00:00.000+05:30
279.92,4328,0.0,0.0,91,2012-10-19T10:00:00.000+05:30
280.44,4282,0.0,0.0,90,2012-10-19T11:00:00.000+05:30
