holiday_indexed,temp,rain_1h,snow_1h,clouds_all,weather_main_indexed,weather_description_indexed,date_time,traffic_volume
0.0,289.18,0.0,0.0,1,1.0,0.0,2012-10-04T10:00:00.000+05:30,4603
0.0,291.55,0.0,0.0,1,1.0,0.0,2012-10-04T11:00:00.000+05:30,4884
0.0,294.97,0.0,0.0,1,1.0,0.0,2012-10-04T12:00:00.000+05:30,5104
0.0,296.38,0.0,0.0,1,1.0,0.0,2012-10-04T13:00:00.000+05:30,5178
0.0,297.32,0.0,0.0,1,1.0,0.0,2012-10-04T14:00:00.000+05:30,5501
0.0,298.17,0.0,0.0,1,1.0,0.0,2012-10-04T15:00:00.000+05:30,5713
0.0,298.06,0.0,0.0,20,0.0,6.0,2012-10-04T16:00:00.000+05:30,6292
0.0,297.67,0.0,0.0,20,0.0,6.0,2012-10-04T17:00:00.000+05:30,6057
0.0,296.36,0.0,0.0,40,0.0,4.0,2012-10-04T18:00:00.000+05:30,4907
0.0,293.85,0.0,0.0,40,0.0,4.0,2012-10-04T19:00:00.000+05:30,3503
0.0,292.43,0.0,0.0,40,0.0,4.0,2012-10-04T20:00:00.000+05:30,3037
0.0,291.77,0.0,0.0,75,0.0,3.0,2012-10-04T21:00:00.000+05:30,2822
0.0,291.36,0.0,0.0,75,0.0,3.0,2012-10-04T22:00:00.000+05:30,1992
0.0,291.12,0.0,0.0,75,0.0,3.0,2012-10-04T23:00:00.000+05:30,1166
0.0,290.63,0.0,0.0,75,0.0,3.0,2012-10-05T00:00:00.000+05:30,627
0.0,290.46,0.0,0.0,40,0.0,4.0,2012-10-05T01:00:00.000+05:30,388
0.0,289.26,0.0,0.0,0,1.0,0.0,2012-10-05T03:00:00.000+05:30,368
0.0,283.21,0.0,0.0,75,0.0,3.0,2012-10-05T05:00:00.000+05:30,2489
0.0,282.24,0.0,0.0,90,0.0,2.0,2012-10-05T06:00:00.000+05:30,5537
0.0,281.69,0.0,0.0,90,0.0,2.0,2012-10-05T07:00:00.000+05:30,6628
0.0,280.57,0.0,0.0,90,0.0,2.0,2012-10-05T08:00:00.000+05:30,5534
0.0,280.02,0.0,0.0,75,0.0,3.0,2012-10-05T09:00:00.000+05:30,5403
0.0,280.11,0.0,0.0,75,0.0,3.0,2012-10-05T10:00:00.000+05:30,4770
0.0,280.0,0.0,0.0,90,0.0,2.0,2012-10-05T11:00:00.000+05:30,5217
0.0,280.53,0.0,0.0,90,0.0,2.0,2012-10-05T12:00:00.000+05:30,5870
0.0,281.43,0.0,0.0,75,0.0,3.0,2012-10-05T13:00:00.000+05:30,5967
0.0,281.78,0.0,0.0,90,0.0,2.0,2012-10-05T14:00:00.000+05:30,6108
0.0,281.91,0.0,0.0,90,0.0,2.0,2012-10-05T15:00:00.000+05:30,6128
0.0,281.73,0.0,0.0,90,0.0,2.0,2012-10-05T16:00:00.000+05:30,6069
0.0,281.42,0.0,0.0,90,0.0,2.0,2012-10-05T17:00:00.000+05:30,6169
0.0,280.87,0.0,0.0,90,0.0,2.0,2012-10-05T18:00:00.000+05:30,5384
0.0,280.15,0.0,0.0,90,0.0,2.0,2012-10-05T19:00:00.000+05:30,4063
0.0,279.78,0.0,0.0,90,0.0,2.0,2012-10-05T20:00:00.000+05:30,3364
0.0,279.65,0.0,0.0,75,0.0,3.0,2012-10-05T21:00:00.000+05:30,2971
0.0,279.22,0.0,0.0,40,0.0,4.0,2012-10-05T22:00:00.000+05:30,2450
0.0,279.06,0.0,0.0,40,0.0,4.0,2012-10-05T23:00:00.000+05:30,1832
0.0,278.81,0.0,0.0,90,0.0,2.0,2012-10-06T00:00:00.000+05:30,1231
0.0,278.55,0.0,0.0,90,0.0,2.0,2012-10-06T01:00:00.000+05:30,718
0.0,278.59,0.0,0.0,90,0.0,2.0,2012-10-06T02:00:00.000+05:30,545
0.0,276.99,0.0,0.0,75,0.0,3.0,2012-10-06T04:00:00.000+05:30,411
0.0,276.35,0.0,0.0,20,0.0,6.0,2012-10-06T05:00:00.000+05:30,688
0.0,275.4,0.0,0.0,1,1.0,0.0,2012-10-06T06:00:00.000+05:30,1352
0.0,275.17,0.0,0.0,1,1.0,0.0,2012-10-06T07:00:00.000+05:30,2072
0.0,274.99,0.0,0.0,1,1.0,0.0,2012-10-06T08:00:00.000+05:30,3342
0.0,275.09,0.0,0.0,40,0.0,4.0,2012-10-06T09:00:00.000+05:30,4258
0.0,276.88,0.0,0.0,20,0.0,6.0,2012-10-06T10:00:00.000+05:30,4861
0.0,278.04,0.0,0.0,20,0.0,6.0,2012-10-06T11:00:00.000+05:30,5191
0.0,279.08,0.0,0.0,40,0.0,4.0,2012-10-06T12:00:00.000+05:30,5669
0.0,280.12,0.0,0.0,75,0.0,3.0,2012-10-06T13:00:00.000+05:30,5074
0.0,280.25,0.0,0.0,75,0.0,3.0,2012-10-06T14:00:00.000+05:30,5025
0.0,280.0,0.0,0.0,75,0.0,3.0,2012-10-06T15:00:00.000+05:30,5153
0.0,279.06,0.0,0.0,90,0.0,2.0,2012-10-06T16:00:00.000+05:30,5024
0.0,278.91,0.0,0.0,90,0.0,2.0,2012-10-06T17:00:00.000+05:30,4779
0.0,278.39,0.0,0.0,90,0.0,2.0,2012-10-06T18:00:00.000+05:30,4362
0.0,278.16,0.0,0.0,90,0.0,2.0,2012-10-06T19:00:00.000+05:30,3860
0.0,278.16,0.0,0.0,90,0.0,2.0,2012-10-06T20:00:00.000+05:30,3160
0.0,277.93,0.0,0.0,90,0.0,2.0,2012-10-06T21:00:00.000+05:30,2992
0.0,276.9,0.0,0.0,90,0.0,2.0,2012-10-06T22:00:00.000+05:30,3202
0.0,276.34,0.0,0.0,75,0.0,3.0,2012-10-06T23:00:00.000+05:30,1941
0.0,276.11,0.0,0.0,75,0.0,3.0,2012-10-07T00:00:00.000+05:30,1233
0.0,275.73,0.0,0.0,90,0.0,2.0,2012-10-07T03:00:00.000+05:30,323
0.0,275.65,0.0,0.0,90,0.0,2.0,2012-10-07T04:00:00.000+05:30,312
0.0,275.51,0.0,0.0,75,0.0,3.0,2012-10-07T05:00:00.000+05:30,627
0.0,275.05,0.0,0.0,90,0.0,2.0,2012-10-07T06:00:00.000+05:30,1508
0.0,274.77,0.0,0.0,90,0.0,2.0,2012-10-07T07:00:00.000+05:30,1539
0.0,274.77,0.0,0.0,75,0.0,3.0,2012-10-07T08:00:00.000+05:30,2232
0.0,275.55,0.0,0.0,75,0.0,3.0,2012-10-07T09:00:00.000+05:30,4568
0.0,276.24,0.0,0.0,75,0.0,3.0,2012-10-07T10:00:00.000+05:30,4624
0.0,277.01,0.0,0.0,90,0.0,2.0,2012-10-07T11:00:00.000+05:30,4529
0.0,277.43,0.0,0.0,90,0.0,2.0,2012-10-07T12:00:00.000+05:30,5139
0.0,278.45,0.0,0.0,90,0.0,2.0,2012-10-07T13:00:00.000+05:30,6640
0.0,279.27,0.0,0.0,90,0.0,2.0,2012-10-07T14:00:00.000+05:30,6589
0.0,279.27,0.0,0.0,90,0.0,2.0,2012-10-07T15:00:00.000+05:30,4429
0.0,279.44,0.0,0.0,90,0.0,2.0,2012-10-07T16:00:00.000+05:30,4329
0.0,279.32,0.0,0.0,90,0.0,2.0,2012-10-07T17:00:00.000+05:30,3833
0.0,279.27,0.0,0.0,90,0.0,2.0,2012-10-07T18:00:00.000+05:30,4015
0.0,278.11,0.0,0.0,90,0.0,2.0,2012-10-07T19:00:00.000+05:30,3382
0.0,276.79,0.0,0.0,75,0.0,3.0,2012-10-07T20:00:00.000+05:30,2815
0.0,275.73,0.0,0.0,90,0.0,2.0,2012-10-07T21:00:00.000+05:30,2110
0.0,274.88,0.0,0.0,75,0.0,3.0,2012-10-07T22:00:00.000+05:30,1555
0.0,273.92,0.0,0.0,20,0.0,6.0,2012-10-07T23:00:00.000+05:30,959
6.0,273.08,0.0,0.0,20,0.0,6.0,2012-10-08T00:00:00.000+05:30,455
0.0,272.62,0.0,0.0,20,0.0,6.0,2012-10-08T01:00:00.000+05:30,336
0.0,271.78,0.0,0.0,1,1.0,0.0,2012-10-08T02:00:00.000+05:30,265
0.0,271.05,0.0,0.0,1,1.0,0.0,2012-10-08T03:00:00.000+05:30,314
0.0,270.63,0.0,0.0,1,1.0,0.0,2012-10-08T04:00:00.000+05:30,779
0.0,270.33,0.0,0.0,1,1.0,0.0,2012-10-08T05:00:00.000+05:30,2571
0.0,269.61,0.0,0.0,20,0.0,6.0,2012-10-08T06:00:00.000+05:30,5563
0.0,270.01,0.0,0.0,20,0.0,6.0,2012-10-08T07:00:00.000+05:30,6676
0.0,271.23,0.0,0.0,20,0.0,6.0,2012-10-08T08:00:00.000+05:30,5966
0.0,273.71,0.0,0.0,20,0.0,6.0,2012-10-08T09:00:00.000+05:30,4832
0.0,276.77,0.0,0.0,20,0.0,6.0,2012-10-08T10:00:00.000+05:30,4395
0.0,279.47,0.0,0.0,20,0.0,6.0,2012-10-08T11:00:00.000+05:30,4411
0.0,279.84,0.0,0.0,1,1.0,0.0,2012-10-08T12:00:00.000+05:30,4648
0.0,282.34,0.0,0.0,40,0.0,4.0,2012-10-08T13:00:00.000+05:30,4602
0.0,282.94,0.0,0.0,40,0.0,4.0,2012-10-08T14:00:00.000+05:30,5125
0.0,283.48,0.0,0.0,1,1.0,0.0,2012-10-08T15:00:00.000+05:30,5502
0.0,284.33,0.0,0.0,1,1.0,0.0,2012-10-08T16:00:00.000+05:30,5979
0.0,284.48,0.0,0.0,40,0.0,4.0,2012-10-08T17:00:00.000+05:30,5663
0.0,284.23,0.0,0.0,40,0.0,4.0,2012-10-08T18:00:00.000+05:30,4259
0.0,281.99,0.0,0.0,20,0.0,6.0,2012-10-08T19:00:00.000+05:30,3069
0.0,279.81,0.0,0.0,1,1.0,0.0,2012-10-08T20:00:00.000+05:30,2378
0.0,279.35,0.0,0.0,1,1.0,0.0,2012-10-08T21:00:00.000+05:30,2030
0.0,278.9,0.0,0.0,1,1.0,0.0,2012-10-08T22:00:00.000+05:30,1400
0.0,278.46,0.0,0.0,1,1.0,0.0,2012-10-08T23:00:00.000+05:30,917
0.0,277.78,0.0,0.0,1,1.0,0.0,2012-10-09T00:00:00.000+05:30,515
0.0,277.27,0.0,0.0,1,1.0,0.0,2012-10-09T01:00:00.000+05:30,302
0.0,277.47,0.0,0.0,1,1.0,0.0,2012-10-09T02:00:00.000+05:30,251
0.0,276.97,0.0,0.0,20,0.0,6.0,2012-10-09T04:00:00.000+05:30,798
0.0,276.52,0.0,0.0,40,0.0,4.0,2012-10-09T05:00:00.000+05:30,2678
0.0,276.6,0.0,0.0,40,0.0,4.0,2012-10-09T06:00:00.000+05:30,5733
0.0,277.31,0.0,0.0,75,0.0,3.0,2012-10-09T07:00:00.000+05:30,6449
0.0,278.38,0.0,0.0,90,0.0,2.0,2012-10-09T08:00:00.000+05:30,5765
0.0,279.35,0.0,0.0,90,0.0,2.0,2012-10-09T09:00:00.000+05:30,5599
0.0,281.37,0.0,0.0,90,0.0,2.0,2012-10-09T10:00:00.000+05:30,4534
0.0,283.11,0.0,0.0,90,0.0,2.0,2012-10-09T11:00:00.000+05:30,4691
0.0,284.08,0.0,0.0,75,0.0,3.0,2012-10-09T12:00:00.000+05:30,5067
0.0,285.14,0.0,0.0,75,0.0,3.0,2012-10-09T13:00:00.000+05:30,5030
0.0,286.35,0.0,0.0,90,0.0,2.0,2012-10-09T14:00:00.000+05:30,5300
0.0,287.23,0.0,0.0,100,3.0,5.0,2012-10-09T15:00:00.000+05:30,5777
0.0,288.53,0.0,0.0,90,0.0,2.0,2012-10-09T16:00:00.000+05:30,6349
0.0,290.37,0.0,0.0,90,0.0,2.0,2012-10-09T17:00:00.000+05:30,6127
0.0,290.13,0.0,0.0,90,0.0,2.0,2012-10-09T18:00:00.000+05:30,4460
0.0,288.86,0.0,0.0,75,0.0,3.0,2012-10-09T19:00:00.000+05:30,3418
0.0,287.36,0.0,0.0,90,0.0,2.0,2012-10-09T20:00:00.000+05:30,2775
0.0,285.11,0.0,0.0,90,0.0,2.0,2012-10-09T21:00:00.000+05:30,2306
0.0,283.46,0.0,0.0,90,0.0,2.0,2012-10-09T22:00:00.000+05:30,1846
0.0,282.45,0.0,0.0,90,0.0,2.0,2012-10-09T23:00:00.000+05:30,947
0.0,281.88,0.0,0.0,90,0.0,2.0,2012-10-10T00:00:00.000+05:30,494
0.0,281.78,0.0,0.0,90,0.0,2.0,2012-10-10T01:00:00.000+05:30,332
0.0,281.09,0.0,0.0,75,0.0,3.0,2012-10-10T02:00:00.000+05:30,261
0.0,281.17,0.0,0.0,90,0.0,2.0,2012-10-10T03:00:00.000+05:30,361
0.0,281.25,0.0,0.0,92,1.0,0.0,2012-10-10T06:00:00.000+05:30,5875
0.0,281.25,0.0,0.0,99,3.0,5.0,2012-10-10T07:00:00.000+05:30,6793
0.0,281.25,0.0,0.0,99,5.0,11.0,2012-10-10T07:00:00.000+05:30,6793
0.0,280.1,0.0,0.0,99,5.0,11.0,2012-10-10T08:00:00.000+05:30,6283
0.0,280.1,0.0,0.0,99,3.0,5.0,2012-10-10T08:00:00.000+05:30,6283
0.0,279.61,0.0,0.0,99,3.0,5.0,2012-10-10T09:00:00.000+05:30,5680
0.0,279.61,0.0,0.0,99,5.0,11.0,2012-10-10T09:00:00.000+05:30,5680
0.0,279.67,0.0,0.0,99,1.0,0.0,2012-10-10T10:00:00.000+05:30,4632
0.0,280.19,0.0,0.0,1,1.0,0.0,2012-10-10T11:00:00.000+05:30,4887
0.0,282.09,0.0,0.0,75,0.0,3.0,2012-10-10T12:00:00.000+05:30,5030
0.0,282.26,0.0,0.0,75,0.0,3.0,2012-10-10T13:00:00.000+05:30,5067
0.0,282.05,0.0,0.0,90,0.0,2.0,2012-10-10T14:00:00.000+05:30,5227
0.0,281.59,0.0,0.0,90,0.0,2.0,2012-10-10T15:00:00.000+05:30,5610
0.0,281.23,0.0,0.0,81,1.0,0.0,2012-10-10T16:00:00.000+05:30,6286
0.0,282.6,0.0,0.0,81,1.0,0.0,2012-10-10T18:00:00.000+05:30,4775
0.0,282.6,0.0,0.0,81,1.0,0.0,2012-10-10T19:00:00.000+05:30,3340
0.0,282.6,0.0,0.0,81,1.0,0.0,2012-10-10T20:00:00.000+05:30,3013
0.0,282.6,0.0,0.0,81,1.0,0.0,2012-10-10T21:00:00.000+05:30,2603
0.0,282.6,0.0,0.0,81,1.0,0.0,2012-10-10T22:00:00.000+05:30,1910
0.0,282.6,0.0,0.0,81,1.0,0.0,2012-10-10T23:00:00.000+05:30,1037
0.0,273.9,0.0,0.0,1,1.0,0.0,2012-10-11T01:00:00.000+05:30,347
0.0,274.4,0.0,0.0,75,0.0,3.0,2012-10-11T03:00:00.000+05:30,350
0.0,274.05,0.0,0.0,75,0.0,3.0,2012-10-11T04:00:00.000+05:30,850
0.0,273.71,0.0,0.0,40,0.0,4.0,2012-10-11T05:00:00.000+05:30,2791
0.0,272.66,0.0,0.0,1,1.0,0.0,2012-10-11T06:00:00.000+05:30,5809
0.0,272.65,0.0,0.0,1,1.0,0.0,2012-10-11T07:00:00.000+05:30,6798
0.0,272.52,0.0,0.0,1,1.0,0.0,2012-10-11T08:00:00.000+05:30,6304
0.0,275.19,0.0,0.0,20,0.0,6.0,2012-10-11T09:00:00.000+05:30,5291
0.0,275.34,0.0,0.0,1,1.0,0.0,2012-10-11T10:00:00.000+05:30,4638
0.0,284.1,0.0,0.0,50,1.0,0.0,2012-10-11T14:00:00.000+05:30,5557
0.0,284.1,0.0,0.0,50,1.0,0.0,2012-10-11T15:00:00.000+05:30,5818
0.0,283.78,0.0,0.0,75,0.0,3.0,2012-10-11T16:00:00.000+05:30,6272
0.0,283.52,0.0,0.0,75,0.0,3.0,2012-10-11T17:00:00.000+05:30,5944
0.0,283.32,0.0,0.0,90,0.0,2.0,2012-10-11T18:00:00.000+05:30,4949
0.0,282.06,0.0,0.0,90,0.0,2.0,2012-10-11T19:00:00.000+05:30,3511
0.0,281.95,0.0,0.0,90,0.0,2.0,2012-10-11T20:00:00.000+05:30,3039
0.0,281.81,0.0,0.0,90,0.0,2.0,2012-10-11T21:00:00.000+05:30,2679
0.0,282.16,0.0,0.0,90,0.0,2.0,2012-10-11T22:00:00.000+05:30,2094
0.0,282.53,0.0,0.0,90,0.0,2.0,2012-10-11T23:00:00.000+05:30,1284
0.0,283.91,0.0,0.0,90,0.0,2.0,2012-10-12T00:00:00.000+05:30,630
0.0,284.64,0.0,0.0,90,0.0,2.0,2012-10-12T01:00:00.000+05:30,410
0.0,284.61,0.0,0.0,90,0.0,2.0,2012-10-12T02:00:00.000+05:30,331
0.0,283.18,0.0,0.0,72,5.0,11.0,2012-10-12T03:00:00.000+05:30,372
0.0,282.26,0.0,0.0,72,3.0,5.0,2012-10-12T04:00:00.000+05:30,739
0.0,280.77,0.0,0.0,72,5.0,11.0,2012-10-12T05:00:00.000+05:30,2561
0.0,278.53,0.0,0.0,75,0.0,3.0,2012-10-12T06:00:00.000+05:30,5586
0.0,277.64,0.0,0.0,75,0.0,3.0,2012-10-12T07:00:00.000+05:30,6992
0.0,277.9,0.0,0.0,90,0.0,2.0,2012-10-12T08:00:00.000+05:30,5860
0.0,278.18,0.0,0.0,90,0.0,2.0,2012-10-12T09:00:00.000+05:30,5230
0.0,279.29,0.0,0.0,75,0.0,3.0,2012-10-12T10:00:00.000+05:30,4864
0.0,280.45,0.0,0.0,75,0.0,3.0,2012-10-12T11:00:00.000+05:30,5146
0.0,280.95,0.0,0.0,40,0.0,4.0,2012-10-12T12:00:00.000+05:30,5526
0.0,281.74,0.0,0.0,40,0.0,4.0,2012-10-12T13:00:00.000+05:30,5383
0.0,281.84,0.0,0.0,75,0.0,3.0,2012-10-12T14:00:00.000+05:30,5758
0.0,282.45,0.0,0.0,75,0.0,3.0,2012-10-12T15:00:00.000+05:30,5889
0.0,282.2,0.0,0.0,75,0.0,3.0,2012-10-12T16:00:00.000+05:30,6057
0.0,281.54,0.0,0.0,40,0.0,4.0,2012-10-12T17:00:00.000+05:30,6028
0.0,280.21,0.0,0.0,20,0.0,6.0,2012-10-12T18:00:00.000+05:30,5257
0.0,282.2,0.0,0.0,56,1.0,0.0,2012-10-12T23:00:00.000+05:30,1897
0.0,272.58,0.0,0.0,1,1.0,0.0,2012-10-13T00:00:00.000+05:30,1335
0.0,272.06,0.0,0.0,1,1.0,0.0,2012-10-13T01:00:00.000+05:30,769
0.0,270.99,0.0,0.0,1,1.0,0.0,2012-10-13T02:00:00.000+05:30,570
0.0,270.29,0.0,0.0,20,0.0,6.0,2012-10-13T03:00:00.000+05:30,413
0.0,269.48,0.0,0.0,1,1.0,0.0,2012-10-13T04:00:00.000+05:30,399
0.0,269.27,0.0,0.0,1,1.0,0.0,2012-10-13T05:00:00.000+05:30,740
0.0,268.91,0.0,0.0,1,1.0,0.0,2012-10-13T06:00:00.000+05:30,1420
0.0,268.98,0.0,0.0,75,0.0,3.0,2012-10-13T07:00:00.000+05:30,2220
0.0,269.23,0.0,0.0,40,0.0,4.0,2012-10-13T08:00:00.000+05:30,3479
0.0,272.61,0.0,0.0,40,0.0,4.0,2012-10-13T09:00:00.000+05:30,4546
0.0,276.78,0.0,0.0,20,0.0,6.0,2012-10-13T10:00:00.000+05:30,4579
0.0,279.22,0.0,0.0,1,1.0,0.0,2012-10-13T11:00:00.000+05:30,4438
0.0,280.35,0.0,0.0,1,1.0,0.0,2012-10-13T12:00:00.000+05:30,4623
0.0,281.81,0.0,0.0,1,1.0,0.0,2012-10-13T13:00:00.000+05:30,4440
0.0,283.05,0.0,0.0,1,1.0,0.0,2012-10-13T14:00:00.000+05:30,4495
0.0,283.96,0.0,0.0,1,1.0,0.0,2012-10-13T15:00:00.000+05:30,4483
0.0,284.53,0.0,0.0,1,1.0,0.0,2012-10-13T16:00:00.000+05:30,4591
0.0,284.44,0.0,0.0,1,1.0,0.0,2012-10-13T17:00:00.000+05:30,4477
0.0,283.64,0.0,0.0,1,1.0,0.0,2012-10-13T18:00:00.000+05:30,4221
0.0,281.85,0.0,0.0,20,0.0,6.0,2012-10-13T19:00:00.000+05:30,3672
0.0,281.38,0.0,0.0,1,1.0,0.0,2012-10-13T20:00:00.000+05:30,3015
0.0,281.84,0.0,0.0,75,0.0,3.0,2012-10-13T21:00:00.000+05:30,2769
0.0,282.23,0.0,0.0,90,0.0,2.0,2012-10-13T22:00:00.000+05:30,2875
0.0,282.18,0.0,0.0,90,0.0,2.0,2012-10-13T23:00:00.000+05:30,1931
0.0,282.49,0.0,0.0,90,0.0,2.0,2012-10-14T00:00:00.000+05:30,1309
0.0,282.54,0.0,0.0,90,0.0,2.0,2012-10-14T01:00:00.000+05:30,870
0.0,282.58,0.0,0.0,90,0.0,2.0,2012-10-14T02:00:00.000+05:30,654
0.0,282.23,0.0,0.0,90,0.0,2.0,2012-10-14T03:00:00.000+05:30,364
0.0,282.08,0.0,0.0,90,0.0,2.0,2012-10-14T04:00:00.000+05:30,262
0.0,282.23,0.0,0.0,90,0.0,2.0,2012-10-14T05:00:00.000+05:30,505
0.0,282.24,0.0,0.0,90,0.0,2.0,2012-10-14T06:00:00.000+05:30,861
0.0,282.24,0.0,0.0,90,0.0,2.0,2012-10-14T07:00:00.000+05:30,1132
0.0,282.24,0.0,0.0,57,2.0,1.0,2012-10-14T08:00:00.000+05:30,1797
0.0,282.43,0.0,0.0,57,2.0,1.0,2012-10-14T09:00:00.000+05:30,2685
0.0,282.43,0.0,0.0,57,6.0,10.0,2012-10-14T09:00:00.000+05:30,2685
0.0,282.43,0.0,0.0,57,5.0,11.0,2012-10-14T09:00:00.000+05:30,2685
0.0,282.33,0.0,0.0,57,2.0,1.0,2012-10-14T10:00:00.000+05:30,3370
0.0,282.33,0.0,0.0,57,5.0,11.0,2012-10-14T10:00:00.000+05:30,3370
0.0,282.82,0.0,0.0,57,5.0,11.0,2012-10-14T11:00:00.000+05:30,3662
0.0,282.82,0.0,0.0,57,2.0,1.0,2012-10-14T11:00:00.000+05:30,3662
0.0,283.33,0.0,0.0,57,5.0,11.0,2012-10-14T12:00:00.000+05:30,4076
0.0,283.33,0.0,0.0,57,2.0,1.0,2012-10-14T12:00:00.000+05:30,4076
0.0,283.33,0.0,0.0,57,3.0,5.0,2012-10-14T12:00:00.000+05:30,4076
0.0,283.75,0.0,0.0,93,2.0,1.0,2012-10-14T13:00:00.000+05:30,4128
0.0,283.75,0.0,0.0,93,3.0,5.0,2012-10-14T13:00:00.000+05:30,4128
0.0,283.75,0.0,0.0,93,5.0,11.0,2012-10-14T13:00:00.000+05:30,4128
0.0,284.09,0.0,0.0,93,5.0,11.0,2012-10-14T14:00:00.000+05:30,4358
0.0,284.09,0.0,0.0,93,3.0,5.0,2012-10-14T14:00:00.000+05:30,4358
0.0,284.09,0.0,0.0,93,2.0,1.0,2012-10-14T14:00:00.000+05:30,4358
0.0,284.55,0.0,0.0,93,3.0,5.0,2012-10-14T15:00:00.000+05:30,4342
0.0,284.55,0.0,0.0,93,2.0,1.0,2012-10-14T15:00:00.000+05:30,4342
0.0,284.68,0.0,0.0,93,2.0,1.0,2012-10-14T16:00:00.000+05:30,4234
0.0,284.64,0.0,0.0,93,3.0,5.0,2012-10-14T17:00:00.000+05:30,4271
0.0,284.64,0.0,0.0,93,2.0,1.0,2012-10-14T17:00:00.000+05:30,4271
